Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,TARGET
2018-1-24,Butantã,-23.5844,-46.7252,64690,19,44,32,15,29,19,43,37,NORMAL
2018-12-28,Sé,-23.55,-46.6333,194413,6,65,48,10,36,7,43,30,REABASTECER
2019-1-19,Brás,-23.5451,-46.6162,74126,86,11,4,10,13,11,1,23,REABASTECER
2019-1-22,Brás,-23.5451,-46.6162,73598,50,63,49,43,4,43,33,14,NORMAL
2019-1-3,Sé,-23.55,-46.6333,193708,48,34,17,31,16,27,21,6,REABASTECER
2019-2-2,Brás,-23.5451,-46.6162,72603,26,65,47,11,14,19,34,11,NORMAL
2019-2-14,Brás,-23.5451,-46.6162,70858,86,48,41,17,5,22,25,6,REABASTECER
2018-3-9,Butantã,-23.5844,-46.7252,67911,17,63,56,22,6,7,20,26,NORMAL
2018-3-14,Butantã,-23.5844,-46.7252,65953,57,20,17,4,22,38,43,2,REABASTECER
2019-3-4,Brás,-23.5451,-46.6162,73511,67,62,22,39,19,41,35,17,NORMAL
2019-2-17,Sé,-23.55,-46.6333,195197,86,48,46,15,13,10,26,43,NORMAL
2018-4-4,Butantã,-23.5844,-46.7252,65615,45,15,5,38,26,29,18,3,REABASTECER
2018-4-13,Butantã,-23.5844,-46.7252,64852,45,34,3,11,31,42,20,8,REABASTECER
2018-4-15,Butantã,-23.5844,-46.7252,66893,20,19,58,7,23,36,13,43,NORMAL
2018-4-17,Butantã,-23.5844,-46.7252,67070,3,2,50,1,16,32,3,36,NORMAL
2019-4-1,Brás,-23.5451,-46.6162,71192,54,37,37,16,36,10,16,10,NORMAL
2019-4-25,Brás,-23.5451,-46.6162,72928,74,33,65,27,11,21,32,8,NORMAL
2018-5-17,Butantã,-23.5844,-46.7252,65058,57,18,10,24,17,31,17,8,NORMAL
2019-5-3,Brás,-23.5451,-46.6162,71786,75,56,12,42,19,33,4,19,NORMAL
2019-5-6,Brás,-23.5451,-46.6162,73403,48,41,61,36,7,21,33,2,REABASTECER
2019-4-20,Sé,-23.55,-46.6333,193493,67,61,7,38,8,9,30,36,REABASTECER
2018-6-2,Butantã,-23.5844,-46.7252,66046,86,46,35,18,40,25,43,35,NORMAL
2019-5-27,Brás,-23.5451,-46.6162,71733,16,45,49,6,14,43,33,39,REABASTECER
2018-6-24,Butantã,-23.5844,-46.7252,66021,47,44,11,30,4,35,28,28,NORMAL
2018-7-6,Butantã,-23.5844,-46.7252,65351,12,37,5,42,37,43,24,20,REABASTECER
2018-7-9,Butantã,-23.5844,-46.7252,66052,66,23,55,28,26,40,11,12,NORMAL
2019-6-3,Sé,-23.55,-46.6333,191399,63,65,9,38,34,8,28,28,REABASTECER
2018-7-15,Butantã,-23.5844,-46.7252,67944,13,47,17,5,43,25,32,31,NORMAL
2019-6-10,Sé,-23.55,-46.6333,194282,86,25,24,17,43,25,40,41,NORMAL
2019-7-4,Brás,-23.5451,-46.6162,71123,86,60,49,13,31,20,21,30,NORMAL
2019-7-18,Brás,-23.5451,-46.6162,70946,28,40,10,14,17,18,6,19,REABASTECER
2019-7-26,Brás,-23.5451,-46.6162,72456,38,54,20,35,25,28,18,31,NORMAL
2018-8-18,Butantã,-23.5844,-46.7252,65890,62,65,52,26,43,36,9,27,NORMAL
2019-8-2,Brás,-23.5451,-46.6162,74166,69,16,53,17,43,19,29,9,NORMAL
2018-9-2,Butantã,-23.5844,-46.7252,64621,30,48,31,27,29,40,35,18,NORMAL
2019-8-15,Brás,-23.5451,-46.6162,70775,25,58,29,28,31,11,20,4,REABASTECER
2019-7-28,Sé,-23.55,-46.6333,194425,49,6,6,35,26,32,13,23,REABASTECER
2018-9-19,Butantã,-23.5844,-46.7252,66976,27,19,58,17,2,29,43,35,REABASTECER
2019-9-6,Brás,-23.5451,-46.6162,70803,86,56,65,43,25,34,32,4,REABASTECER
2019-9-12,Brás,-23.5451,-46.6162,73855,21,24,26,11,4,12,7,25,NORMAL
2018-10-3,Butantã,-23.5844,-46.7252,66057,61,14,22,9,38,38,27,30,NORMAL
2018-10-7,Butantã,-23.5844,-46.7252,67627,24,51,61,43,19,27,9,20,NORMAL
2019-9-4,Sé,-23.55,-46.6333,192706,45,48,26,7,6,43,27,43,REABASTECER
2018-10-19,Butantã,-23.5844,-46.7252,67158,77,46,32,2,16,24,10,15,REABASTECER
2019-9-9,Sé,-23.55,-46.6333,192785,73,29,57,36,30,33,11,20,NORMAL
2019-9-10,Sé,-23.55,-46.6333,192762,61,27,52,36,25,29,5,18,REABASTECER
2019-9-13,Sé,-23.55,-46.6333,191971,32,2,34,28,18,23,34,6,REABASTECER
2019-9-16,Sé,-23.55,-46.6333,191421,86,56,10,17,9,13,25,35,NORMAL
2019-9-19,Sé,-23.55,-46.6333,193337,54,42,56,43,38,43,11,22,NORMAL
2019-9-21,Sé,-23.55,-46.6333,192647,35,35,41,37,26,34,4,17,NORMAL
2018-11-2,Butantã,-23.5844,-46.7252,66470,28,19,11,39,9,25,11,15,NORMAL
2018-11-21,Butantã,-23.5844,-46.7252,65425,27,10,5,25,18,3,8,33,REABASTECER
2019-10-12,Sé,-23.55,-46.6333,192732,86,45,23,32,32,16,8,9,NORMAL
2019-10-17,Sé,-23.55,-46.6333,192764,32,6,50,21,14,43,32,35,REABASTECER
2019-11-20,Brás,-23.5451,-46.6162,71148,30,51,29,34,43,33,32,7,NORMAL
2018-12-28,Butantã,-23.5844,-46.7252,67683,17,9,11,17,39,16,34,41,REABASTECER
2019-12-4,Brás,-23.5451,-46.6162,72357,61,22,4,29,31,30,22,28,REABASTECER
2019-1-6,Butantã,-23.5844,-46.7252,64616,24,37,28,37,43,34,5,7,REABASTECER
2019-1-24,Butantã,-23.5844,-46.7252,66214,10,65,23,18,17,31,20,21,REABASTECER
2019-12-14,Sé,-23.55,-46.6333,193156,30,38,65,21,9,21,43,17,NORMAL
2019-1-30,Butantã,-23.5844,-46.7252,66213,40,22,48,9,37,13,5,41,NORMAL
2018-1-5,Barra Funda,-23.5542,-46.6707,148633,46,40,37,30,30,24,25,28,NORMAL
2019-12-20,Sé,-23.55,-46.6333,192317,59,57,15,43,29,7,21,39,NORMAL
2018-1-9,Barra Funda,-23.5542,-46.6707,147259,12,21,19,20,12,16,9,13,NORMAL
2019-2-19,Butantã,-23.5844,-46.7252,64607,37,39,61,25,37,5,22,43,REABASTECER
2018-1-30,Brás,-23.5451,-46.6162,72595,50,28,56,43,18,43,10,6,REABASTECER
2019-3-13,Butantã,-23.5844,-46.7252,67339,68,31,34,43,25,14,13,31,NORMAL
2019-3-18,Butantã,-23.5844,-46.7252,65936,26,65,65,31,7,40,38,16,NORMAL
2018-3-1,Barra Funda,-23.5542,-46.6707,150615,86,43,45,43,6,38,8,15,REABASTECER
2018-3-5,Barra Funda,-23.5542,-46.6707,148220,42,17,18,33,32,31,32,38,NORMAL
2019-4-2,Butantã,-23.5844,-46.7252,66315,70,41,19,29,34,7,29,43,NORMAL
2018-2-22,Brás,-23.5451,-46.6162,73848,86,48,35,18,18,43,43,35,NORMAL
2019-4-13,Butantã,-23.5844,-46.7252,64749,45,48,16,41,31,20,23,43,NORMAL
2019-4-19,Butantã,-23.5844,-46.7252,67728,78,13,48,24,7,7,43,23,NORMAL
2018-3-6,Brás,-23.5451,-46.6162,72893,26,27,11,17,43,8,37,23,NORMAL
2019-4-24,Butantã,-23.5844,-46.7252,64524,29,41,12,17,31,36,16,10,NORMAL
2019-4-28,Butantã,-23.5844,-46.7252,65837,76,22,50,41,13,21,43,36,NORMAL
2019-4-30,Butantã,-23.5844,-46.7252,66316,57,3,34,33,6,21,35,27,REABASTECER
2018-4-5,Barra Funda,-23.5542,-46.6707,147739,21,35,6,25,43,36,31,43,REABASTECER
2018-3-19,Brás,-23.5451,-46.6162,73258,79,14,52,10,37,14,29,17,NORMAL
2019-5-13,Butantã,-23.5844,-46.7252,64548,25,48,65,41,4,37,21,13,REABASTECER
2018-4-2,Brás,-23.5451,-46.6162,71341,25,6,26,8,31,10,9,16,REABASTECER
2018-4-5,Brás,-23.5451,-46.6162,70785,86,59,7,40,18,7,41,43,NORMAL
2019-5-21,Butantã,-23.5844,-46.7252,67929,34,65,65,17,22,12,32,22,NORMAL
2018-5-5,Barra Funda,-23.5542,-46.6707,150016,55,45,61,15,17,35,11,14,NORMAL
2019-6-5,Butantã,-23.5844,-46.7252,64074,67,37,37,11,2,10,18,6,REABASTECER
2018-5-11,Barra Funda,-23.5542,-46.6707,149161,6,2,17,35,38,13,30,33,REABASTECER
2018-5-13,Barra Funda,-23.5542,-46.6707,148721,75,59,2,35,32,8,25,22,REABASTECER
2018-5-14,Barra Funda,-23.5542,-46.6707,149136,65,55,65,29,29,6,20,16,NORMAL
2018-4-30,Brás,-23.5451,-46.6162,70721,29,16,25,43,37,23,31,27,NORMAL
2018-5-26,Barra Funda,-23.5542,-46.6707,146845,27,40,39,19,16,43,18,6,REABASTECER
2018-6-4,Brás,-23.5451,-46.6162,71439,58,12,65,22,12,6,17,22,NORMAL
2018-6-15,Brás,-23.5451,-46.6162,72817,47,2,58,29,10,14,7,18,REABASTECER
2018-6-16,Brás,-23.5451,-46.6162,72708,34,65,50,27,8,9,1,12,NORMAL
2019-8-4,Butantã,-23.5844,-46.7252,64216,8,15,4,6,11,36,5,29,NORMAL
2018-6-19,Brás,-23.5451,-46.6162,74064,8,46,25,19,41,42,34,43,NORMAL
2018-7-12,Barra Funda,-23.5542,-46.6707,150683,8,34,30,22,43,34,16,43,NORMAL
2019-8-10,Butantã,-23.5844,-46.7252,66403,38,47,36,30,30,14,19,43,NORMAL
2018-7-9,Brás,-23.5451,-46.6162,71672,67,37,25,7,38,30,43,43,NORMAL
2019-8-29,Butantã,-23.5844,-46.7252,64001,26,63,38,29,40,35,28,14,NORMAL
2018-7-19,Brás,-23.5451,-46.6162,73580,52,40,25,18,2,43,3,40,REABASTECER
2019-9-7,Butantã,-23.5844,-46.7252,66468,31,27,42,8,43,16,43,23,NORMAL
2019-9-12,Butantã,-23.5844,-46.7252,64487,66,65,6,39,22,32,22,43,NORMAL
2018-7-30,Brás,-23.5451,-46.6162,73829,28,44,27,30,5,4,7,29,REABASTECER
2018-8-4,Brás,-23.5451,-46.6162,73170,75,7,65,18,31,41,39,10,NORMAL
2018-8-25,Barra Funda,-23.5542,-46.6707,147750,21,40,11,29,26,28,43,43,NORMAL
2019-9-25,Butantã,-23.5844,-46.7252,65375,21,45,55,12,43,30,16,35,NORMAL
2018-9-4,Barra Funda,-23.5542,-46.6707,147112,11,42,9,35,35,5,15,7,NORMAL
2019-10-7,Butantã,-23.5844,-46.7252,66601,86,34,47,21,34,34,9,35,NORMAL
2018-9-12,Barra Funda,-23.5542,-46.6707,149990,24,52,15,7,43,15,28,16,NORMAL
2018-9-9,Brás,-23.5451,-46.6162,74213,73,19,35,5,9,17,30,37,NORMAL
2018-9-19,Brás,-23.5451,-46.6162,73174,59,29,33,20,10,23,30,43,NORMAL
2019-11-17,Butantã,-23.5844,-46.7252,67660,47,65,26,35,8,31,9,33,NORMAL
2018-10-28,Barra Funda,-23.5542,-46.6707,150321,42,40,65,11,37,33,9,37,NORMAL
2018-11-5,Barra Funda,-23.5542,-46.6707,148034,66,62,19,33,10,5,23,12,NORMAL
2019-12-4,Butantã,-23.5844,-46.7252,64760,54,38,36,22,31,18,31,2,NORMAL
2018-11-21,Barra Funda,-23.5542,-46.6707,150407,66,43,43,24,38,42,37,32,NORMAL
2018-11-5,Brás,-23.5451,-46.6162,73908,28,19,51,43,34,43,8,11,NORMAL
2018-11-7,Brás,-23.5451,-46.6162,71937,8,11,34,41,24,37,43,4,NORMAL
2018-1-13,Fradique Coutinho,-23.5661,-46.6841,36826,66,55,45,11,35,43,35,43,NORMAL
2018-12-18,Barra Funda,-23.5542,-46.6707,147312,56,32,49,30,15,42,12,16,NORMAL
2018-12-23,Barra Funda,-23.5542,-46.6707,149650,86,65,19,9,38,27,38,36,NORMAL
2018-1-27,Fradique Coutinho,-23.5661,-46.6841,33419,9,26,13,1,23,33,20,30,NORMAL
2018-12-17,Brás,-23.5451,-46.6162,72903,62,27,32,15,20,28,9,15,NORMAL
2018-2-13,Fradique Coutinho,-23.5661,-46.6841,34824,24,65,34,34,6,12,41,14,NORMAL
2018-12-28,Brás,-23.5451,-46.6162,71073,44,13,20,28,19,36,7,15,NORMAL
2019-1-22,Barra Funda,-23.5542,-46.6707,148087,77,15,65,11,43,25,5,12,REABASTECER
2018-2-25,Fradique Coutinho,-23.5661,-46.6841,35651,74,54,13,33,37,18,41,15,NORMAL
2019-2-18,Barra Funda,-23.5542,-46.6707,150603,86,57,16,4,17,38,25,27,REABASTECER
2019-1-28,Brás,-23.5451,-46.6162,73123,74,22,8,23,28,29,10,27,NORMAL
2019-2-20,Barra Funda,-23.5542,-46.6707,147834,66,40,7,43,8,27,15,18,REABASTECER
2019-2-14,Brás,-23.5451,-46.6162,70858,86,48,41,17,5,22,25,6,REABASTECER
2019-2-16,Brás,-23.5451,-46.6162,71899,67,35,27,7,40,17,14,38,NORMAL
2018-4-16,Fradique Coutinho,-23.5661,-46.6841,36056,86,54,57,43,4,24,8,7,REABASTECER
2019-3-5,Brás,-23.5451,-46.6162,70755,56,58,14,39,14,41,32,14,NORMAL
2018-5-12,Fradique Coutinho,-23.5661,-46.6841,34144,6,11,60,39,15,14,20,32,NORMAL
2019-3-22,Brás,-23.5451,-46.6162,73251,63,27,42,37,23,31,1,43,REABASTECER
2019-4-3,Barra Funda,-23.5542,-46.6707,150287,74,43,32,22,8,21,11,15,NORMAL
2018-5-18,Fradique Coutinho,-23.5661,-46.6841,35057,39,40,17,16,38,43,35,6,NORMAL
2019-4-10,Barra Funda,-23.5542,-46.6707,147114,86,65,51,16,24,35,29,24,NORMAL
2018-5-23,Fradique Coutinho,-23.5661,-46.6841,33270,79,65,51,40,17,30,17,23,NORMAL
2018-5-28,Fradique Coutinho,-23.5661,-46.6841,33028,29,32,15,28,43,13,34,4,REABASTECER
2019-4-8,Brás,-23.5451,-46.6162,72308,66,56,51,29,43,28,28,28,NORMAL
2018-6-4,Fradique Coutinho,-23.5661,-46.6841,35511,50,55,40,15,18,43,8,19,NORMAL
2019-4-30,Barra Funda,-23.5542,-46.6707,147276,68,3,39,34,33,41,41,31,REABASTECER
2019-5-8,Barra Funda,-23.5542,-46.6707,149536,74,21,53,11,3,15,14,43,NORMAL
2019-5-11,Brás,-23.5451,-46.6162,71200,86,13,19,13,35,11,12,27,NORMAL
2018-7-4,Fradique Coutinho,-23.5661,-46.6841,36411,22,58,36,14,30,39,10,23,NORMAL
2018-7-5,Fradique Coutinho,-23.5661,-46.6841,36976,15,56,32,11,24,33,4,18,REABASTECER
2019-5-28,Barra Funda,-23.5542,-46.6707,150615,60,34,35,35,20,40,13,6,REABASTECER
2019-5-23,Brás,-23.5451,-46.6162,73194,58,65,5,25,25,14,1,18,NORMAL
2018-7-17,Fradique Coutinho,-23.5661,-46.6841,34315,75,54,17,24,22,5,40,16,NORMAL
2019-6-2,Brás,-23.5451,-46.6162,71741,53,3,8,29,36,29,17,24,REABASTECER
2019-6-25,Brás,-23.5451,-46.6162,73570,86,46,43,3,26,11,14,25,REABASTECER
2019-7-3,Barra Funda,-23.5542,-46.6707,148991,86,11,48,43,34,14,2,27,NORMAL
2018-8-21,Fradique Coutinho,-23.5661,-46.6841,34106,3,63,55,37,7,13,29,11,NORMAL
2019-7-13,Brás,-23.5451,-46.6162,71519,74,63,51,31,39,32,27,39,NORMAL
2018-8-25,Fradique Coutinho,-23.5661,-46.6841,36525,55,43,22,26,33,43,14,36,NORMAL
2019-7-22,Brás,-23.5451,-46.6162,72415,76,8,47,43,43,4,31,5,REABASTECER
2018-9-4,Fradique Coutinho,-23.5661,-46.6841,34374,64,47,25,43,41,17,19,43,NORMAL
2019-8-1,Barra Funda,-23.5542,-46.6707,149257,86,49,55,15,43,34,19,9,NORMAL
2019-8-9,Barra Funda,-23.5542,-46.6707,149011,6,57,8,40,10,10,29,18,NORMAL
2018-9-22,Fradique Coutinho,-23.5661,-46.6841,34374,52,7,35,34,14,17,29,19,NORMAL
2018-9-24,Fradique Coutinho,-23.5661,-46.6841,35507,36,62,24,29,4,8,18,11,REABASTECER
2019-8-20,Brás,-23.5451,-46.6162,71520,69,37,57,14,10,33,3,26,REABASTECER
2018-10-8,Fradique Coutinho,-23.5661,-46.6841,34830,74,43,61,24,26,43,14,6,REABASTECER
2018-10-18,Fradique Coutinho,-23.5661,-46.6841,33494,61,58,51,41,26,7,15,8,NORMAL
2019-9-12,Brás,-23.5451,-46.6162,73855,21,24,26,11,4,12,7,25,NORMAL
2019-9-19,Barra Funda,-23.5542,-46.6707,147606,33,20,5,15,12,30,43,24,REABASTECER
2019-9-23,Brás,-23.5451,-46.6162,71527,75,18,19,17,7,24,10,27,NORMAL
2019-9-25,Barra Funda,-23.5542,-46.6707,150110,72,54,30,7,31,12,22,43,NORMAL
2018-10-30,Fradique Coutinho,-23.5661,-46.6841,36536,37,65,32,11,23,17,4,10,REABASTECER
2018-11-5,Fradique Coutinho,-23.5661,-46.6841,33872,79,41,65,37,7,4,32,34,REABASTECER
2019-10-9,Brás,-23.5451,-46.6162,72425,75,43,38,17,29,17,18,7,NORMAL
2018-11-14,Fradique Coutinho,-23.5661,-46.6841,35145,78,51,65,41,17,22,43,41,NORMAL
2018-11-16,Fradique Coutinho,-23.5661,-46.6841,35750,55,36,45,35,5,15,36,29,REABASTECER
2018-11-22,Fradique Coutinho,-23.5661,-46.6841,34297,86,57,56,18,22,43,7,43,NORMAL
2018-11-26,Fradique Coutinho,-23.5661,-46.6841,35952,44,27,25,3,2,35,32,27,NORMAL
2019-11-16,Barra Funda,-23.5542,-46.6707,147067,65,13,65,14,43,27,30,13,NORMAL
2018-12-25,Fradique Coutinho,-23.5661,-46.6841,35224,86,27,30,19,29,13,5,33,REABASTECER
2019-12-6,Barra Funda,-23.5542,-46.6707,150281,29,27,40,4,43,20,38,6,REABASTECER
2019-12-15,Barra Funda,-23.5542,-46.6707,147065,21,30,40,22,4,25,8,5,REABASTECER
2019-12-5,Brás,-23.5451,-46.6162,73642,48,19,65,28,29,29,19,22,NORMAL
2019-12-6,Brás,-23.5451,-46.6162,72253,39,17,60,25,27,29,13,18,NORMAL
2018-1-7,Tatuapé,-23.5402,-46.5765,70746,26,19,28,34,17,20,20,24,NORMAL
2018-1-17,Tatuapé,-23.5402,-46.5765,68043,12,20,24,7,18,43,15,21,REABASTECER
2019-2-26,Fradique Coutinho,-23.5661,-46.6841,36089,66,65,57,31,3,36,15,5,REABASTECER
2019-2-27,Fradique Coutinho,-23.5661,-46.6841,34996,56,57,51,31,43,32,11,43,NORMAL
2019-3-9,Fradique Coutinho,-23.5661,-46.6841,33975,19,60,36,32,41,40,43,43,NORMAL
2018-2-3,Barra Funda,-23.5542,-46.6707,148356,24,9,52,40,32,16,43,43,REABASTECER
2019-3-17,Fradique Coutinho,-23.5661,-46.6841,36617,25,12,42,10,9,20,7,14,NORMAL
2018-2-22,Tatuapé,-23.5402,-46.5765,68839,6,12,28,37,43,9,43,12,REABASTECER
2019-3-25,Fradique Coutinho,-23.5661,-46.6841,34383,37,26,52,27,26,8,21,25,NORMAL
2018-2-26,Tatuapé,-23.5402,-46.5765,70520,50,52,65,28,30,36,31,39,NORMAL
2019-3-28,Fradique Coutinho,-23.5661,-46.6841,34844,86,7,36,16,13,43,8,16,REABASTECER
2018-2-21,Barra Funda,-23.5542,-46.6707,147449,15,22,57,26,43,40,43,13,NORMAL
2019-4-9,Fradique Coutinho,-23.5661,-46.6841,33367,63,22,36,37,15,18,4,20,REABASTECER
2019-4-10,Fradique Coutinho,-23.5661,-46.6841,34446,51,20,32,35,9,16,43,15,NORMAL
2018-2-27,Barra Funda,-23.5542,-46.6707,149377,40,59,15,14,22,10,21,32,NORMAL
2018-3-12,Tatuapé,-23.5402,-46.5765,70012,66,27,5,11,16,42,11,13,NORMAL
2018-2-30,Barra Funda,-23.5542,-46.6707,150544,10,47,55,43,9,42,11,21,NORMAL
2019-4-22,Fradique Coutinho,-23.5661,-46.6841,33516,28,15,20,43,1,20,43,43,REABASTECER
2019-4-26,Fradique Coutinho,-23.5661,-46.6841,36995,78,58,65,32,32,43,29,33,NORMAL
2019-5-4,Fradique Coutinho,-23.5661,-46.6841,36127,86,18,10,16,41,16,40,5,REABASTECER
2018-3-21,Barra Funda,-23.5542,-46.6707,147885,68,60,37,21,9,28,8,15,NORMAL
2019-5-17,Fradique Coutinho,-23.5661,-46.6841,35139,36,65,57,18,30,31,31,43,NORMAL
2018-4-19,Tatuapé,-23.5402,-46.5765,68516,54,38,21,10,37,26,17,29,NORMAL
2018-4-21,Tatuapé,-23.5402,-46.5765,69533,35,21,4,1,28,20,6,19,REABASTECER
2019-6-4,Fradique Coutinho,-23.5661,-46.6841,35258,57,36,65,40,6,30,3,22,REABASTECER
2019-6-7,Fradique Coutinho,-23.5661,-46.6841,36735,24,20,44,31,35,27,34,10,NORMAL
2018-4-26,Barra Funda,-23.5542,-46.6707,149031,66,45,55,43,8,10,39,3,REABASTECER
2019-6-18,Fradique Coutinho,-23.5661,-46.6841,35671,86,33,39,39,30,37,33,6,NORMAL
2019-6-22,Fradique Coutinho,-23.5661,-46.6841,33633,47,8,18,30,17,23,14,35,REABASTECER
2019-6-23,Fradique Coutinho,-23.5661,-46.6841,36075,35,65,9,29,12,18,8,30,NORMAL
2019-6-24,Fradique Coutinho,-23.5661,-46.6841,33141,28,60,65,24,7,18,2,24,NORMAL
2018-5-26,Barra Funda,-23.5542,-46.6707,146845,27,40,39,19,16,43,18,6,REABASTECER
2019-8-2,Fradique Coutinho,-23.5661,-46.6841,35332,86,10,18,43,34,26,28,21,NORMAL
2018-6-20,Barra Funda,-23.5542,-46.6707,149115,42,26,65,22,5,43,14,3,REABASTECER
2018-7-21,Barra Funda,-23.5542,-46.6707,149679,7,55,37,30,6,5,16,11,NORMAL
2019-9-9,Fradique Coutinho,-23.5661,-46.6841,36724,86,41,27,28,20,14,16,17,NORMAL
2019-9-14,Fradique Coutinho,-23.5661,-46.6841,33552,29,10,65,15,43,39,40,37,NORMAL
2019-9-20,Fradique Coutinho,-23.5661,-46.6841,35813,56,38,34,43,13,27,21,12,NORMAL
2018-8-6,Barra Funda,-23.5542,-46.6707,149329,32,35,65,35,21,43,32,39,NORMAL
2018-8-13,Tatuapé,-23.5402,-46.5765,69487,74,63,65,7,33,16,43,40,NORMAL
2018-8-21,Barra Funda,-23.5542,-46.6707,149722,59,65,41,42,38,43,15,19,NORMAL
2018-8-28,Tatuapé,-23.5402,-46.5765,68649,17,52,23,7,15,8,20,23,NORMAL
2018-8-29,Tatuapé,-23.5402,-46.5765,68183,8,43,14,5,10,8,14,18,NORMAL
2018-9-3,Tatuapé,-23.5402,-46.5765,69874,56,17,55,27,40,38,38,43,NORMAL
2018-9-6,Barra Funda,-23.5542,-46.6707,147127,79,27,57,29,25,42,4,43,NORMAL
2018-9-10,Tatuapé,-23.5402,-46.5765,67269,86,49,3,8,6,14,10,15,NORMAL
2018-9-21,Tatuapé,-23.5402,-46.5765,67518,61,38,65,15,6,15,43,19,NORMAL
2018-9-26,Tatuapé,-23.5402,-46.5765,70396,17,65,21,4,24,38,22,40,REABASTECER
2018-10-5,Tatuapé,-23.5402,-46.5765,70211,25,13,16,14,31,10,38,10,NORMAL
2019-11-30,Fradique Coutinho,-23.5661,-46.6841,33155,52,41,61,32,11,15,7,40,NORMAL
2019-12-1,Fradique Coutinho,-23.5661,-46.6841,36696,40,31,53,32,6,12,1,36,REABASTECER
2019-12-5,Fradique Coutinho,-23.5661,-46.6841,33049,86,7,25,20,34,43,30,23,NORMAL
2019-12-6,Fradique Coutinho,-23.5661,-46.6841,34995,77,65,18,16,30,41,24,18,NORMAL
2019-12-12,Fradique Coutinho,-23.5661,-46.6841,36519,18,20,55,43,8,23,3,39,REABASTECER
2018-10-29,Tatuapé,-23.5402,-46.5765,67644,55,12,44,27,21,39,31,7,NORMAL
2018-10-28,Barra Funda,-23.5542,-46.6707,150321,42,40,65,11,37,33,9,37,NORMAL
2018-11-13,Barra Funda,-23.5542,-46.6707,149534,61,14,30,10,25,24,31,19,NORMAL
2018-1-2,Luz,-23.5365,-46.6332,125630,79,56,57,43,37,41,41,38,NORMAL
2018-11-20,Barra Funda,-23.5542,-46.6707,148378,73,45,53,25,43,43,43,35,NORMAL
2018-1-8,Luz,-23.5365,-46.6332,124806,15,10,10,29,10,25,14,13,NORMAL
2018-11-26,Barra Funda,-23.5542,-46.6707,148873,15,13,9,9,18,26,14,14,REABASTECER
2018-11-30,Barra Funda,-23.5542,-46.6707,147500,64,56,40,38,43,11,43,37,NORMAL
2018-12-1,Barra Funda,-23.5542,-46.6707,148983,56,51,31,38,37,6,40,33,REABASTECER
2018-1-20,Luz,-23.5365,-46.6332,127284,65,65,65,28,43,32,7,5,REABASTECER
2018-1-22,Luz,-23.5365,-46.6332,125478,48,55,51,18,34,25,43,38,NORMAL
2018-12-6,Barra Funda,-23.5542,-46.6707,150146,9,19,61,18,21,39,24,12,NORMAL
2018-12-11,Tatuapé,-23.5402,-46.5765,68821,56,27,14,33,27,23,25,19,NORMAL
2018-2-15,Luz,-23.5365,-46.6332,124870,75,57,15,6,24,29,35,31,REABASTECER
2018-2-20,Luz,-23.5365,-46.6332,124638,31,20,42,25,43,13,19,17,NORMAL
2018-2-25,Luz,-23.5365,-46.6332,125706,73,57,8,16,23,6,41,39,NORMAL
2019-1-16,Tatuapé,-23.5402,-46.5765,70982,86,65,40,33,9,42,21,21,NORMAL
2019-1-19,Tatuapé,-23.5402,-46.5765,69979,56,49,13,25,40,34,14,7,NORMAL
2019-1-16,Barra Funda,-23.5542,-46.6707,146762,46,52,41,31,22,43,28,39,NORMAL
2019-1-17,Barra Funda,-23.5542,-46.6707,148657,36,49,35,27,19,42,23,33,NORMAL
2019-2-18,Tatuapé,-23.5402,-46.5765,69540,12,59,22,32,13,20,24,26,NORMAL
2019-2-21,Tatuapé,-23.5402,-46.5765,67912,62,46,1,16,43,8,14,11,NORMAL
2019-2-22,Barra Funda,-23.5542,-46.6707,148117,46,26,60,38,43,19,3,9,NORMAL
2019-3-7,Tatuapé,-23.5402,-46.5765,69465,64,12,29,9,18,6,43,31,REABASTECER
2018-4-25,Luz,-23.5365,-46.6332,125410,52,22,65,38,28,21,9,18,NORMAL
2019-3-13,Tatuapé,-23.5402,-46.5765,70724,5,48,51,31,38,25,19,7,REABASTECER
2018-5-1,Luz,-23.5365,-46.6332,125078,86,50,19,29,6,7,24,36,NORMAL
2018-5-16,Luz,-23.5365,-46.6332,126466,21,21,44,20,12,21,12,14,NORMAL
2019-4-1,Barra Funda,-23.5542,-46.6707,149345,6,56,49,24,16,25,23,24,REABASTECER
2018-5-21,Luz,-23.5365,-46.6332,124367,71,55,15,43,29,43,37,33,NORMAL
2018-6-8,Luz,-23.5365,-46.6332,125516,74,37,24,38,43,32,16,11,NORMAL
2019-5-5,Barra Funda,-23.5542,-46.6707,148177,17,39,3,25,14,22,22,10,REABASTECER
2019-5-15,Barra Funda,-23.5542,-46.6707,147311,8,44,65,32,24,35,29,21,REABASTECER
2019-5-20,Tatuapé,-23.5402,-46.5765,68181,37,38,45,29,21,35,33,43,NORMAL
2019-5-21,Barra Funda,-23.5542,-46.6707,148750,37,10,22,14,43,19,43,34,NORMAL
2019-6-24,Tatuapé,-23.5402,-46.5765,67792,45,23,65,16,43,22,38,39,NORMAL
2018-8-20,Luz,-23.5365,-46.6332,126288,62,65,65,15,19,8,9,12,NORMAL
